arm_box_kind	dataset	key	status	reason	center_x	center_y	center_z	size_x	size_y	size_z	method	pocket_rank	pocket_score	pocket_alpha_spheres	distance_to_crystal_centroid	ligand_fits_in_box	recorded
detected	posebusters	7JHQ_VAJ	ok		40.475	-65.065	-3.991	25.0	25.0	25.0	fpocket_rank1	1	0.063	22	31.006	0	2026-09-22T15:20:47+08:00
ligand_centred	posebusters	7KC5_BJZ	ok		-3.099	-18.237	16.805	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:53+08:00
detected	posebusters	7KC5_BJZ	ok		-4.271	-19.773	-33.614	25.0	25.0	25.0	fpocket_rank1	1	0.111	81	50.456	0	2026-09-22T15:20:53+08:00
ligand_centred	posebusters	7KM8_WPD	ok		-21.641	-10.142	-23.129	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:55+08:00
detected	posebusters	7KM8_WPD	ok		-36.639	-4.801	-10.87	25.0	25.0	25.0	fpocket_rank1	1	1.053	328	20.093	0	2026-09-22T15:20:55+08:00
ligand_centred	posebusters	7KQU_YOF	ok		69.713	-2.107	75.053	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:56+08:00
detected	posebusters	7KQU_YOF	ok		69.569	6.933	48.314	25.0	25.0	25.0	fpocket_rank1	1	0.194	64	28.226	0	2026-09-22T15:20:56+08:00
ligand_centred	posebusters	7K0V_VQP	ok		3.975	1.37	-23.892	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:50+08:00
detected	posebusters	7K0V_VQP	ok		36.131	-6.581	-29.542	25.0	25.0	25.0	fpocket_rank1	1	0.198	191	33.603	0	2026-09-22T15:20:50+08:00
ligand_centred	posebusters	7KB1_WBJ	ok		-1.286	-28.164	16.761	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:53+08:00
detected	posebusters	7KB1_WBJ	ok		13.769	-19.132	53.722	25.0	25.0	25.0	fpocket_rank1	1	0.908	114	40.919	0	2026-09-22T15:20:53+08:00
ligand_centred	posebusters	7KRU_ATP	ok		46.09	39.899	203.468	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:57+08:00
detected	posebusters	7KRU_ATP	ok		59.035	40.554	207.751	25.0	25.0	25.0	fpocket_rank1	1	0.218	33	13.651	0	2026-09-22T15:20:57+08:00
ligand_centred	posebusters	7L5F_XNG	ok		11.027	36.226	24.089	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:10+08:00
detected	posebusters	7L5F_XNG	ok		9.838	36.422	23.1	25.0	25.0	25.0	fpocket_rank1	1	0.197	120	1.559	1	2026-09-22T15:21:10+08:00
ligand_centred	posebusters	7L03_F9F	ok		-40.818	-4.661	13.909	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:07+08:00
detected	posebusters	7L03_F9F	ok		-9.261	-17.156	12.365	25.0	25.0	25.0	fpocket_rank1	1	0.561	39	33.976	0	2026-09-22T15:21:07+08:00
ligand_centred	posebusters	7D6O_MTE	ok		64.772	-21.57	48.824	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:19+08:00
detected	posebusters	7D6O_MTE	ok		67.516	-23.132	45.574	25.0	25.0	25.0	fpocket_rank1	1	0.634	177	4.531	1	2026-09-22T15:20:19+08:00
ligand_centred	posebusters	7L7C_XQ1	ok		19.386	-11.719	3.585	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:12+08:00
detected	posebusters	7L7C_XQ1	ok		40.094	-2.017	-3.265	25.0	25.0	25.0	fpocket_rank1	1	0.142	43	23.872	0	2026-09-22T15:21:12+08:00
ligand_centred	posebusters	7LCU_XTA	ok		-65.309	-36.33	96.808	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:12+08:00
detected	posebusters	7LCU_XTA	ok		-64.202	-34.531	94.712	25.0	25.0	25.0	fpocket_rank1	1	0.356	68	2.975	1	2026-09-22T15:21:12+08:00
ligand_centred	posebusters	7KZ9_XN7	ok		-55.604	47.792	-18.144	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:03+08:00
detected	posebusters	7KZ9_XN7	ok		-37.71	16.578	16.934	25.0	25.0	25.0	fpocket_rank1	1	0.477	85	50.249	0	2026-09-22T15:21:03+08:00
ligand_centred	posebusters	7LOE_Y84	ok		40.588	-19.668	12.392	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:14+08:00
detected	posebusters	7LOE_Y84	ok		40.418	-19.428	12.221	25.0	25.0	25.0	fpocket_rank1	1	0.524	54	0.34	1	2026-09-22T15:21:14+08:00
ligand_centred	posebusters	7LMO_NYO	ok		-5.026	-18.653	38.253	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:14+08:00
detected	posebusters	7LMO_NYO	ok		-0.502	-21.47	35.713	25.0	25.0	25.0	fpocket_rank1	1	0.154	75	5.903	1	2026-09-22T15:21:14+08:00
ligand_centred	posebusters	7LEV_0JO	ok		7.35	-2.396	22.005	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:13+08:00
detected	posebusters	7LEV_0JO	ok		5.906	-3.003	21.899	25.0	25.0	25.0	fpocket_rank1	1	0.198	57	1.57	1	2026-09-22T15:21:13+08:00
ligand_centred	posebusters	7LT0_ONJ	ok		-32.385	-10.753	-25.082	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:17+08:00
detected	posebusters	7LT0_ONJ	ok		-27.47	-12.839	-25.556	25.0	25.0	25.0	fpocket_rank1	1	0.12	133	5.361	1	2026-09-22T15:21:17+08:00
ligand_centred	posebusters	7LZD_YHY	ok		-5.133	28.784	10.344	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:17+08:00
detected	posebusters	7LZD_YHY	ok		-3.621	29.37	12.601	25.0	25.0	25.0	fpocket_rank1	1	0.434	150	2.78	1	2026-09-22T15:21:17+08:00
ligand_centred	posebusters	7L00_XCJ	ok		8.438	15.49	31.671	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:04+08:00
detected	posebusters	7L00_XCJ	ok		-17.64	30.202	38.601	25.0	25.0	25.0	fpocket_rank1	1	0.753	245	30.733	0	2026-09-22T15:21:04+08:00
ligand_centred	posebusters	7LOU_IFM	ok		-16.971	-0.463	88.269	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:15+08:00
detected	posebusters	7LOU_IFM	ok		-10.897	-2.427	43.832	25.0	25.0	25.0	fpocket_rank1	1	0.074	29	44.893	0	2026-09-22T15:21:15+08:00
ligand_centred	posebusters	7M6K_YRJ	ok		26.308	-6.796	-34.909	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:22+08:00
detected	posebusters	7M6K_YRJ	ok		12.508	-1.264	-21.769	25.0	25.0	25.0	fpocket_rank1	1	0.35	778	19.841	0	2026-09-22T15:21:22+08:00
ligand_centred	posebusters	7M3H_YPV	ok		0.715	7.945	16.549	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:19+08:00
detected	posebusters	7M3H_YPV	ok		-8.102	-7.84	18.906	25.0	25.0	25.0	fpocket_rank1	1	0.164	39	18.233	0	2026-09-22T15:21:19+08:00
ligand_centred	posebusters	7MGT_ZD4	ok		38.562	34.834	19.018	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:30+08:00
detected	posebusters	7MGT_ZD4	ok		45.543	25.917	12.282	25.0	25.0	25.0	fpocket_rank1	1	0.045	17	13.176	1	2026-09-22T15:21:30+08:00
ligand_centred	posebusters	7MMH_ZJY	ok		-13.913	19.233	-15.399	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:32+08:00
detected	posebusters	7MMH_ZJY	ok		-1.131	25.374	-21.038	25.0	25.0	25.0	fpocket_rank1	1	0.218	103	15.261	0	2026-09-22T15:21:32+08:00
ligand_centred	posebusters	7LJN_GTP	ok		-63.427	10.373	-24.556	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:14+08:00
detected	posebusters	7LJN_GTP	ok		-19.024	38.359	-39.827	25.0	25.0	25.0	fpocket_rank1	1	0.345	85	54.663	0	2026-09-22T15:21:14+08:00
ligand_centred	posebusters	7MOI_HPS	ok		14.249	8.603	-0.138	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:33+08:00
detected	posebusters	7MOI_HPS	ok		32.358	16.914	7.308	25.0	25.0	25.0	fpocket_rank1	1	0.168	29	21.271	0	2026-09-22T15:21:33+08:00
ligand_centred	posebusters	7MWN_WI5	ok		20.83	-12.179	-15.026	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:35+08:00
detected	posebusters	7MWN_WI5	ok		19.906	-11.695	-15.346	25.0	25.0	25.0	fpocket_rank1	1	0.275	107	1.091	1	2026-09-22T15:21:35+08:00
ligand_centred	posebusters	7MSR_DCA	ok		15.719	16.669	19.088	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:33+08:00
detected	posebusters	7MSR_DCA	ok		16.145	11.026	17.802	25.0	25.0	25.0	fpocket_rank1	1	0.693	148	5.803	0	2026-09-22T15:21:33+08:00
ligand_centred	posebusters	7MY1_IPE	ok		4.513	13.643	14.252	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:40+08:00
detected	posebusters	7MY1_IPE	ok		-4.878	-3.129	14.386	25.0	25.0	25.0	fpocket_rank1	1	0.31	64	19.223	0	2026-09-22T15:21:40+08:00
ligand_centred	posebusters	7MWU_ZPM	ok		11.764	49.303	49.006	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:38+08:00
detected	posebusters	7MWU_ZPM	ok		-7.554	45.408	42.901	25.0	25.0	25.0	fpocket_rank1	1	0.327	57	20.632	0	2026-09-22T15:21:38+08:00
ligand_centred	posebusters	7N03_ZRP	ok		-43.911	12.065	3.738	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:42+08:00
detected	posebusters	7N03_ZRP	ok		-44.558	11.838	3.734	25.0	25.0	25.0	fpocket_rank1	1	0.24	102	0.686	1	2026-09-22T15:21:42+08:00
ligand_centred	posebusters	7MFP_Z7P	ok		-76.429	-15.353	18.161	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:29+08:00
detected	posebusters	7MFP_Z7P	ok		-66.688	-15.886	2.564	25.0	25.0	25.0	fpocket_rank1	1	0.27	85	18.397	0	2026-09-22T15:21:29+08:00
ligand_centred	posebusters	7MGY_ZD1	ok		24.538	-31.463	274.35	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:30+08:00
detected	posebusters	7MGY_ZD1	ok		33.888	-27.987	354.135	25.0	25.0	25.0	fpocket_rank1	1	0.119	30	80.406	0	2026-09-22T15:21:30+08:00
ligand_centred	posebusters	7N4N_0BK	ok		22.082	-8.22	-17.518	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:45+08:00
detected	posebusters	7N4N_0BK	ok		16.628	4.888	-10.198	25.0	25.0	25.0	fpocket_rank1	1	0.067	15	15.974	0	2026-09-22T15:21:45+08:00
ligand_centred	posebusters	7N4W_P4V	ok		-7.77	-11.385	12.414	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:49+08:00
detected	posebusters	7N4W_P4V	ok		-5.404	-25.968	12.561	25.0	25.0	25.0	fpocket_rank1	1	0.034	19	14.775	0	2026-09-22T15:21:49+08:00
ligand_centred	posebusters	7MYU_ZR7	ok		23.5	55.545	87.47	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:42+08:00
detected	posebusters	7MYU_ZR7	ok		83.715	36.003	72.011	25.0	25.0	25.0	fpocket_rank1	1	0.242	68	65.167	0	2026-09-22T15:21:42+08:00
ligand_centred	posebusters	7N7H_CTP	ok		15.366	51.015	156.975	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:52+08:00
detected	posebusters	7N7H_CTP	ok		12.34	48.981	157.28	25.0	25.0	25.0	fpocket_rank1	1	0.785	168	3.659	1	2026-09-22T15:21:52+08:00
ligand_centred	posebusters	7N6F_0I1	ok		-17.147	-0.317	22.02	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:51+08:00
detected	posebusters	7N6F_0I1	ok		-17.844	0.831	21.156	25.0	25.0	25.0	fpocket_rank1	1	0.451	89	1.596	1	2026-09-22T15:21:51+08:00
ligand_centred	posebusters	7N7B_T3F	ok		46.503	-15.584	8.842	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:52+08:00
detected	posebusters	7N7B_T3F	ok		47.345	-12.462	6.293	25.0	25.0	25.0	fpocket_rank1	1	0.428	180	4.117	1	2026-09-22T15:21:52+08:00
ligand_centred	posebusters	7NF3_4LU	ok		22.532	9.729	24.041	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:56+08:00
detected	posebusters	7NF3_4LU	ok		21.732	9.456	24.673	25.0	25.0	25.0	fpocket_rank1	1	0.304	176	1.056	1	2026-09-22T15:21:56+08:00
ligand_centred	posebusters	7NGW_UAW	ok		-13.281	-28.69	2.296	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:01+08:00
detected	posebusters	7NGW_UAW	ok		-9.869	-28.658	2.453	25.0	25.0	25.0	fpocket_rank1	1	0.484	123	3.416	1	2026-09-22T15:22:01+08:00
ligand_centred	posebusters	7NFB_GEN	ok		15.433	-3.563	33.624	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:57+08:00
detected	posebusters	7NFB_GEN	ok		1.723	-3.365	35.486	25.0	25.0	25.0	fpocket_rank1	1	0.362	107	13.838	0	2026-09-22T15:21:57+08:00
ligand_centred	posebusters	7NP6_UK8	ok		-1.397	44.195	14.65	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:04+08:00
detected	posebusters	7NP6_UK8	ok		-6.469	35.843	5.178	25.0	25.0	25.0	fpocket_rank1	1	0.296	74	13.609	0	2026-09-22T15:22:04+08:00
ligand_centred	posebusters	7NF0_BYN	ok		12.251	26.365	42.625	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:21:55+08:00
detected	posebusters	7NF0_BYN	ok		11.077	26.615	42.704	25.0	25.0	25.0	fpocket_rank1	1	0.474	174	1.203	1	2026-09-22T15:21:55+08:00
ligand_centred	posebusters	7NPL_UKZ	ok		-18.778	1.82	8.168	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:06+08:00
detected	posebusters	7NPL_UKZ	ok		-17.399	6.599	26.567	25.0	25.0	25.0	fpocket_rank1	1	0.417	36	19.06	0	2026-09-22T15:22:06+08:00
ligand_centred	posebusters	7NR8_UOE	ok		4.524	9.49	45.41	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:10+08:00
detected	posebusters	7NR8_UOE	ok		-7.918	6.257	35.001	25.0	25.0	25.0	fpocket_rank1	1	0.107	18	16.541	0	2026-09-22T15:22:10+08:00
ligand_centred	posebusters	7NLV_UJE	ok		-7.297	-9.032	19.791	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:03+08:00
detected	posebusters	7NLV_UJE	ok		-3.997	10.343	22.937	25.0	25.0	25.0	fpocket_rank1	1	0.283	70	19.904	0	2026-09-22T15:22:03+08:00
ligand_centred	posebusters	7NSW_HC4	ok		64.411	44.282	26.768	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:10+08:00
detected	posebusters	7NSW_HC4	ok		64.397	39.062	38.753	25.0	25.0	25.0	fpocket_rank1	1	0.319	158	13.071	0	2026-09-22T15:22:10+08:00
ligand_centred	posebusters	7NU0_DCL	ok		22.926	-12.641	-27.169	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:10+08:00
detected	posebusters	7NU0_DCL	ok		18.01	-14.913	-24.404	25.0	25.0	25.0	fpocket_rank1	1	0.604	104	6.081	1	2026-09-22T15:22:10+08:00
ligand_centred	posebusters	7NXO_UU8	ok		41.462	-1.105	11.239	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:14+08:00
detected	posebusters	7NXO_UU8	ok		37.964	-3.411	15.241	25.0	25.0	25.0	fpocket_rank1	1	0.462	130	5.794	1	2026-09-22T15:22:14+08:00
ligand_centred	posebusters	7O1T_5X8	ok		-12.927	13.266	-25.113	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:22+08:00
detected	posebusters	7O1T_5X8	ok		-13.087	13.537	-24.535	25.0	25.0	25.0	fpocket_rank1	1	0.491	84	0.658	1	2026-09-22T15:22:22+08:00
ligand_centred	posebusters	7O0N_CDP	ok		10.419	19.648	29.782	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:19+08:00
detected	posebusters	7O0N_CDP	ok		13.919	21.03	26.479	25.0	25.0	25.0	fpocket_rank1	1	0.611	216	5.007	1	2026-09-22T15:22:19+08:00
ligand_centred	posebusters	7ODY_DGI	ok		3.736	-0.645	-29.192	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:23+08:00
detected	posebusters	7ODY_DGI	ok		13.382	-21.147	-7.831	25.0	25.0	25.0	fpocket_rank1	1	0.104	133	31.139	0	2026-09-22T15:22:23+08:00
ligand_centred	posebusters	7OEO_V9Z	ok		-16.84	-7.44	-22.139	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:25+08:00
detected	posebusters	7OEO_V9Z	ok		-13.763	12.035	-5.358	25.0	25.0	25.0	fpocket_rank1	1	0.185	81	25.891	0	2026-09-22T15:22:25+08:00
ligand_centred	posebusters	7OFK_VCH	ok		-27.076	3.304	-14.501	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:28+08:00
detected	posebusters	7OFK_VCH	ok		-26.143	4.177	-15.008	25.0	25.0	25.0	fpocket_rank1	1	0.202	151	1.375	1	2026-09-22T15:22:28+08:00
ligand_centred	posebusters	7OLI_8HG	ok		8.203	23.724	32.454	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:28+08:00
detected	posebusters	7OLI_8HG	ok		5.559	23.545	32.88	25.0	25.0	25.0	fpocket_rank1	1	0.27	106	2.684	1	2026-09-22T15:22:28+08:00
ligand_centred	posebusters	7OFF_VCB	ok		38.893	-26.855	10.487	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:27+08:00
detected	posebusters	7OFF_VCB	ok		34.566	-11.73	-4.248	25.0	25.0	25.0	fpocket_rank1	1	0.115	40	21.555	0	2026-09-22T15:22:27+08:00
ligand_centred	posebusters	7OMX_CNA	ok		11.696	-12.823	-8.436	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:31+08:00
detected	posebusters	7OMX_CNA	ok		10.09	-10.596	-15.784	25.0	25.0	25.0	fpocket_rank1	1	0.291	73	7.844	0	2026-09-22T15:22:31+08:00
ligand_centred	posebusters	7NUT_GLP	ok		4.02	3.546	-36.639	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:13+08:00
detected	posebusters	7NUT_GLP	ok		5.196	3.817	-35.583	25.0	25.0	25.0	fpocket_rank1	1	0.38	82	1.604	1	2026-09-22T15:22:13+08:00
ligand_centred	posebusters	7OSO_0V1	ok		31.27	8.166	10.51	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:35+08:00
detected	posebusters	7OSO_0V1	ok		30.087	8.187	10.103	25.0	25.0	25.0	fpocket_rank1	1	0.322	59	1.251	1	2026-09-22T15:22:35+08:00
ligand_centred	posebusters	7OZC_G6S	ok		15.565	-1.739	19.878	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:40+08:00
detected	posebusters	7OZC_G6S	ok		-4.391	18.133	29.506	25.0	25.0	25.0	fpocket_rank1	1	0.157	28	29.763	0	2026-09-22T15:22:40+08:00
ligand_centred	posebusters	7FRX_O88	ok		83.384	-43.063	65.725	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:20:42+08:00
detected	posebusters	7FRX_O88	ok		8.456	-28.173	37.199	25.0	25.0	25.0	fpocket_rank1	1	0.519	296	81.545	0	2026-09-22T15:20:42+08:00
ligand_centred	posebusters	7P1F_KFN	ok		-20.183	-41.374	29.353	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:44+08:00
detected	posebusters	7P1F_KFN	ok		10.801	-13.564	16.839	25.0	25.0	25.0	fpocket_rank1	1	0.323	81	43.475	0	2026-09-22T15:22:44+08:00
ligand_centred	posebusters	7OZ9_NGK	ok		34.772	39.092	32.248	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:35+08:00
detected	posebusters	7OZ9_NGK	ok		35.068	40.74	31.007	25.0	25.0	25.0	fpocket_rank1	1	0.119	54	2.084	1	2026-09-22T15:22:35+08:00
ligand_centred	posebusters	7P1M_4IU	ok		39.213	-7.827	-27.673	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:52+08:00
detected	posebusters	7P1M_4IU	ok		30.28	-4.762	-27.616	25.0	25.0	25.0	fpocket_rank1	1	0.44	61	9.444	0	2026-09-22T15:22:52+08:00
ligand_centred	posebusters	7P2I_MFU	ok		1.161	16.471	44.189	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:53+08:00
detected	posebusters	7P2I_MFU	ok		3.961	11.759	35.35	25.0	25.0	25.0	fpocket_rank1	1	0.446	29	10.401	1	2026-09-22T15:22:53+08:00
ligand_centred	posebusters	7PGX_FMN	ok		-20.116	3.101	-7.285	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:56+08:00
detected	posebusters	7PGX_FMN	ok		-19.451	2.817	-6.799	25.0	25.0	25.0	fpocket_rank1	1	0.185	93	0.871	1	2026-09-22T15:22:56+08:00
ligand_centred	posebusters	7P5T_5YG	ok		-21.765	4.041	-13.812	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:55+08:00
detected	posebusters	7P5T_5YG	ok		-21.855	2.721	-13.43	25.0	25.0	25.0	fpocket_rank1	1	0.219	124	1.378	1	2026-09-22T15:22:55+08:00
ligand_centred	posebusters	7OPG_06N	ok		55.492	2.581	56.51	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:33+08:00
detected	posebusters	7OPG_06N	ok		32.893	16.373	79.518	25.0	25.0	25.0	fpocket_rank1	1	0.047	37	35.076	0	2026-09-22T15:22:33+08:00
ligand_centred	posebusters	7PIH_7QW	ok		12.966	-24.427	-27.416	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:57+08:00
detected	posebusters	7PIH_7QW	ok		-2.364	-23.555	-34.135	25.0	25.0	25.0	fpocket_rank1	1	0.097	28	16.76	0	2026-09-22T15:22:57+08:00
ligand_centred	posebusters	7PJQ_OWH	ok		11.143	25.89	-6.264	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:59+08:00
detected	posebusters	7PJQ_OWH	ok		10.561	26.083	-5.309	25.0	25.0	25.0	fpocket_rank1	1	0.239	56	1.134	1	2026-09-22T15:22:59+08:00
ligand_centred	posebusters	7PL1_SFG	ok		44.268	-16.814	-7.554	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:01+08:00
detected	posebusters	7PL1_SFG	ok		28.407	-29.453	7.093	25.0	25.0	25.0	fpocket_rank1	1	0.289	33	25.017	0	2026-09-22T15:23:01+08:00
ligand_centred	posebusters	7PK0_BYC	ok		-19.926	27.675	-18.748	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:01+08:00
detected	posebusters	7PK0_BYC	ok		-11.297	27.736	-12.722	25.0	25.0	25.0	fpocket_rank1	1	0.317	91	10.525	0	2026-09-22T15:23:01+08:00
ligand_centred	posebusters	7P4C_5OV	ok		84.073	14.334	35.709	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:22:54+08:00
detected	posebusters	7P4C_5OV	ok		79.457	46.974	40.877	25.0	25.0	25.0	fpocket_rank1	1	0.348	55	33.367	0	2026-09-22T15:22:54+08:00
ligand_centred	posebusters	7PRM_81I	ok		124.362	20.653	-7.531	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:03+08:00
detected	posebusters	7PRM_81I	ok		120.463	20.535	-10.591	25.0	25.0	25.0	fpocket_rank1	1	0.255	83	4.957	0	2026-09-22T15:23:03+08:00
ligand_centred	posebusters	7PRI_7TI	ok		50.492	-44.761	-12.641	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:03+08:00
detected	posebusters	7PRI_7TI	ok		41.057	-20.924	-15.174	25.0	25.0	25.0	fpocket_rank1	1	0.209	25	25.761	0	2026-09-22T15:23:03+08:00
ligand_centred	posebusters	7PT3_3KK	ok		-26.2	-5.194	30.072	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:03+08:00
detected	posebusters	7PT3_3KK	ok		6.989	-43.295	12.429	25.0	25.0	25.0	fpocket_rank1	1	0.683	464	53.521	0	2026-09-22T15:23:03+08:00
ligand_centred	posebusters	7POM_7VZ	ok		-42.269	20.375	-61.409	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:02+08:00
detected	posebusters	7POM_7VZ	ok		-26.977	12.459	-60.362	25.0	25.0	25.0	fpocket_rank1	1	3.004	1048	17.251	0	2026-09-22T15:23:02+08:00
ligand_centred	posebusters	7PUV_84Z	ok		25.749	6.487	10.733	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:06+08:00
detected	posebusters	7PUV_84Z	ok		22.724	1.345	-34.055	25.0	25.0	25.0	fpocket_rank1	1	1.331	484	45.183	0	2026-09-22T15:23:06+08:00
ligand_centred	posebusters	7Q2B_M6H	ok		-30.344	-11.896	13.346	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:24+08:00
detected	posebusters	7Q2B_M6H	ok		-27.691	-12.751	16.88	25.0	25.0	25.0	fpocket_rank1	1	0.454	162	4.501	1	2026-09-22T15:23:24+08:00
ligand_centred	posebusters	7Q27_8KC	ok		-13.282	-7.792	21.754	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:23:22+08:00
detected	posebusters	7Q27_8KC	ok		-12.348	-4.986	20.685	25.0	25.0	25.0	fpocket_rank1	1	1.934	566	3.144	1	2026-09-22T15:23:22+08:00
