dataset	complex_id	pdb_id	ccd_id	protein_pdb	ligand_sdf	ligands_sdf	start_conf_sdf
astex	1T46_STI	1T46	STI	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T46_STI/1T46_STI_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T46_STI/1T46_STI_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T46_STI/1T46_STI_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T46_STI/1T46_STI_ligand_start_conf.sdf
astex	1T9B_1CS	1T9B	1CS	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T9B_1CS/1T9B_1CS_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T9B_1CS/1T9B_1CS_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T9B_1CS/1T9B_1CS_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1T9B_1CS/1T9B_1CS_ligand_start_conf.sdf
astex	1TOW_CRZ	1TOW	CRZ	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TOW_CRZ/1TOW_CRZ_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TOW_CRZ/1TOW_CRZ_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TOW_CRZ/1TOW_CRZ_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TOW_CRZ/1TOW_CRZ_ligand_start_conf.sdf
astex	1TT1_KAI	1TT1	KAI	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TT1_KAI/1TT1_KAI_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TT1_KAI/1TT1_KAI_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TT1_KAI/1TT1_KAI_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TT1_KAI/1TT1_KAI_ligand_start_conf.sdf
astex	1TZ8_DES	1TZ8	DES	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TZ8_DES/1TZ8_DES_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TZ8_DES/1TZ8_DES_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TZ8_DES/1TZ8_DES_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1TZ8_DES/1TZ8_DES_ligand_start_conf.sdf
astex	1U1C_BAU	1U1C	BAU	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U1C_BAU/1U1C_BAU_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U1C_BAU/1U1C_BAU_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U1C_BAU/1U1C_BAU_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U1C_BAU/1U1C_BAU_ligand_start_conf.sdf
astex	1U4D_DBQ	1U4D	DBQ	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U4D_DBQ/1U4D_DBQ_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U4D_DBQ/1U4D_DBQ_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U4D_DBQ/1U4D_DBQ_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1U4D_DBQ/1U4D_DBQ_ligand_start_conf.sdf
astex	1UML_FR4	1UML	FR4	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UML_FR4/1UML_FR4_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UML_FR4/1UML_FR4_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UML_FR4/1UML_FR4_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UML_FR4/1UML_FR4_ligand_start_conf.sdf
astex	1UNL_RRC	1UNL	RRC	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UNL_RRC/1UNL_RRC_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UNL_RRC/1UNL_RRC_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UNL_RRC/1UNL_RRC_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UNL_RRC/1UNL_RRC_ligand_start_conf.sdf
astex	1UOU_CMU	1UOU	CMU	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UOU_CMU/1UOU_CMU_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UOU_CMU/1UOU_CMU_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UOU_CMU/1UOU_CMU_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1UOU_CMU/1UOU_CMU_ligand_start_conf.sdf
astex	1V0P_PVB	1V0P	PVB	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V0P_PVB/1V0P_PVB_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V0P_PVB/1V0P_PVB_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V0P_PVB/1V0P_PVB_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V0P_PVB/1V0P_PVB_ligand_start_conf.sdf
astex	1V48_HA1	1V48	HA1	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V48_HA1/1V48_HA1_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V48_HA1/1V48_HA1_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V48_HA1/1V48_HA1_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V48_HA1/1V48_HA1_ligand_start_conf.sdf
astex	1V4S_MRK	1V4S	MRK	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V4S_MRK/1V4S_MRK_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V4S_MRK/1V4S_MRK_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V4S_MRK/1V4S_MRK_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1V4S_MRK/1V4S_MRK_ligand_start_conf.sdf
astex	1VCJ_IBA	1VCJ	IBA	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1VCJ_IBA/1VCJ_IBA_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1VCJ_IBA/1VCJ_IBA_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1VCJ_IBA/1VCJ_IBA_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1VCJ_IBA/1VCJ_IBA_ligand_start_conf.sdf
astex	1W1P_GIO	1W1P	GIO	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W1P_GIO/1W1P_GIO_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W1P_GIO/1W1P_GIO_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W1P_GIO/1W1P_GIO_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W1P_GIO/1W1P_GIO_ligand_start_conf.sdf
astex	1W2G_THM	1W2G	THM	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W2G_THM/1W2G_THM_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W2G_THM/1W2G_THM_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W2G_THM/1W2G_THM_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1W2G_THM/1W2G_THM_ligand_start_conf.sdf
astex	1X8X_TYR	1X8X	TYR	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1X8X_TYR/1X8X_TYR_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1X8X_TYR/1X8X_TYR_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1X8X_TYR/1X8X_TYR_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1X8X_TYR/1X8X_TYR_ligand_start_conf.sdf
astex	1XM6_5RM	1XM6	5RM	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XM6_5RM/1XM6_5RM_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XM6_5RM/1XM6_5RM_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XM6_5RM/1XM6_5RM_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XM6_5RM/1XM6_5RM_ligand_start_conf.sdf
astex	1XOQ_ROF	1XOQ	ROF	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOQ_ROF/1XOQ_ROF_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOQ_ROF/1XOQ_ROF_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOQ_ROF/1XOQ_ROF_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOQ_ROF/1XOQ_ROF_ligand_start_conf.sdf
astex	1XOZ_CIA	1XOZ	CIA	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOZ_CIA/1XOZ_CIA_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOZ_CIA/1XOZ_CIA_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOZ_CIA/1XOZ_CIA_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1XOZ_CIA/1XOZ_CIA_ligand_start_conf.sdf
astex	1Y6B_AAX	1Y6B	AAX	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Y6B_AAX/1Y6B_AAX_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Y6B_AAX/1Y6B_AAX_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Y6B_AAX/1Y6B_AAX_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Y6B_AAX/1Y6B_AAX_ligand_start_conf.sdf
astex	1YGC_905	1YGC	905	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YGC_905/1YGC_905_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YGC_905/1YGC_905_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YGC_905/1YGC_905_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YGC_905/1YGC_905_ligand_start_conf.sdf
astex	1YQY_915	1YQY	915	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YQY_915/1YQY_915_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YQY_915/1YQY_915_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YQY_915/1YQY_915_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YQY_915/1YQY_915_ligand_start_conf.sdf
astex	1YV3_BIT	1YV3	BIT	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YV3_BIT/1YV3_BIT_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YV3_BIT/1YV3_BIT_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YV3_BIT/1YV3_BIT_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YV3_BIT/1YV3_BIT_ligand_start_conf.sdf
astex	1YVF_PH7	1YVF	PH7	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YVF_PH7/1YVF_PH7_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YVF_PH7/1YVF_PH7_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YVF_PH7/1YVF_PH7_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YVF_PH7/1YVF_PH7_ligand_start_conf.sdf
astex	1YWR_LI9	1YWR	LI9	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YWR_LI9/1YWR_LI9_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YWR_LI9/1YWR_LI9_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YWR_LI9/1YWR_LI9_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1YWR_LI9/1YWR_LI9_ligand_start_conf.sdf
astex	1Z95_198	1Z95	198	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Z95_198/1Z95_198_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Z95_198/1Z95_198_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Z95_198/1Z95_198_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/1Z95_198/1Z95_198_ligand_start_conf.sdf
astex	2BM2_PM2	2BM2	PM2	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BM2_PM2/2BM2_PM2_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BM2_PM2/2BM2_PM2_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BM2_PM2/2BM2_PM2_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BM2_PM2/2BM2_PM2_ligand_start_conf.sdf
astex	2BR1_PFP	2BR1	PFP	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BR1_PFP/2BR1_PFP_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BR1_PFP/2BR1_PFP_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BR1_PFP/2BR1_PFP_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BR1_PFP/2BR1_PFP_ligand_start_conf.sdf
astex	2BSM_BSM	2BSM	BSM	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BSM_BSM/2BSM_BSM_protein.pdb	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BSM_BSM/2BSM_BSM_ligand.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BSM_BSM/2BSM_BSM_ligands.sdf	/home/qasim/vgb_bench_data/benchmarks/astex_diverse_set/2BSM_BSM/2BSM_BSM_ligand_start_conf.sdf
